N,V1,V2,V3
128,0.04010510444641113,0.04109907150268555,0.041120052337646484
256,0.2886369228363037,0.29270195960998535,0.29274511337280273
512,2.368997097015381,2.3859219551086426,2.386035203933716
1024,19.686248064041138,19.762360095977783,19.7625572681427
2048,156.70756673812866,156.98769783973694,156.9880247116089
4096,1356.2867031097412,1357.4754478931427,1357.4760899543762
